Date,Time,time_secs,age_consent,consent,age,gender,Q3.2_3_TEXT,Q22.2,REGION_0,REGION_1,person1_ans,1_Q5.5_1,1_Q5.6_1,person2_ans,2_Q5.5_1,2_Q5.6_1,person3_ans,3_Q5.5_1,3_Q5.6_1,person4_ans,4_Q5.5_1,4_Q5.6_1,person5_ans,5_Q5.5_1,5_Q5.6_1,person6_ans,6_Q5.5_1,6_Q5.6_1,person7_ans,7_Q5.5_1,7_Q5.6_1,person8_ans,8_Q5.5_1,8_Q5.6_1,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.1,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q8.1,Q8.2,Q8.3,Q8.4,Q8.5,Q8.6,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,willing_risk,willing_punish,return_favour,donation,donation_amount,wtp_access,wtp_private,Q11.3,wtp_amount_1,wtp_amount_2a,wtp_amount_2b,int_get_vacc,Q14.2,Q14.3,int_lost_job,int_perc_job,int_exp_1,int_exp_2,int_exp_3,int_exp_4,int_exp_5,int_family_vacc_1,int_family_vacc_2,int_family_vacc_3,int_pol_implem_1,int_pol_implem_2,int_pol_implem_3,int_pol_implem_4,int_pol_implem_5,int_pol_implem_6,int_gov_priority_1,int_gov_priority_2,int_gov_priority_3,int_gov_priority_4,int_behaviour_1,int_behaviour_2,int_behaviour_3,hes_general_1,hes_general_2,hes_general_3,hes_covid_1,hes_covid_2,beh_measure_1,beh_measure_2,beh_measure_3,beh_measure_4,beh_measure_5,beh_measure_6,beh_measure_7,beh_measure_8,beh_measure_9,beh_measure_10,beh_measure_11,beh_measure_12,beh_measure_13,beh_measure_14,beh_measure_15,beh_measure_16,beh_measure_17,beh_risk,geq_taxes_0,Q18.2,geq_taxes_1,geq_taxes_2a,geq_taxes_2b,geq_provision_1,geq_provision_2,geq_provision_3,Q18.7,geq_donation,geq_ticket_0,Q18.10,geq_ticket_1,geq_ticket_2a,geq_ticket_2b,geq_current_spending,geq_future_spending,Q19.2,eq5d_mobility_pre,eq5d_mobility_post,eq5d_selfcare_pre,eq5d_selfcare_post,eq5d_usual_pre,eq5d_usual_post,eq5d_pain_pre,eq5d_pain_post,eq5d_anxiety_pre,eq5d_anxiety_post,eq5d_scale_pre,eq5d_scale_post,ideology,Q21.2,Q21.2_9_TEXT,Q21.3,Q22.3,Q22.3_8_TEXT,Q22.4,Q22.4_11_TEXT,Q22.5,Q22.6_1,INCOME,HH_INCOME,race,news,marital_status,dep_children,dep_children_amount,HH_size_adults,language_spoken,birth_state,Q23.1,country,wtpVal,taxesExtra,ticketExtra,person1_a,person2_a,person3_a,person4_a,person5_a,person6_a,person7_a,person8_a,person1_b,person2_b,person3_b,person4_b,person5_b,person6_b,person7_b,person8_b,religion,years_residence,rent_home,psid,wave,ccode,id,tvignette,lottery_vignette,tlist,list_merged,group,select0,select1,select2,select2a,select2b,value_l,value1,value2,response1,response2
2020-12-17,13:07:26,583,"Yes, I certify that I am 18 years of age or over","Yes, I agree to take part",31,Male,NA,Postgraduate degree - Masters / PhD,Gujarat,Surat,Person A,1,NA,Person B,NA,1,Person B,NA,6,Person A,6,NA,Person A,6,NA,Person A,7,NA,Person A,7,NA,Person A,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person A,High critical stage,NA,Group A,Group A,NA,7,7,9,NA,2100,Vaccines made available by government but citizens can pay privately to gain access?,Yes,NA,Yes,No,NA,Definitely get it,NA,"To protect my family,To protect the public (people I don't know),Because doctors recommend it,Because of contact with COVID-19 infected people",Yes,69,Yes,Yes,No,Yes,Yes,66,91,68,46,77,96,73,87,82,55,78,70,91,Yes,Yes,No,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,7,Yes,NA,Yes,Yes,NA,89,81,90,NA,Richer countries should donate less than 10% of its purchased vaccine,Yes,NA,Yes,No,NA,67,Spend more on medical research than before the pandemic,High blood pressure/hypertension,I have moderate problems in walking about,I have no problems in walking about,I have slight problems in bathing or dressing myself,I am unable to bathe or dress myself,I have moderate problems doing my usual activities,I have no problems doing my usual activities,I have extreme pain or discomfort,I have severe pain or discomfort,I am moderately anxious or depressed,I am extremely anxious or depressed,25,75,9,Bharatiya Janata Party (BJP),NA,Very committed,Self-employed,NA,Petty shop/Small business,NA,Yes,67,"₹6,00,000 and over","₹2,40,000 - ₹5,99,999",Prefer not to say,"TV news channels,Social media,Friends and family",Married,Yes,1,5,Gujarati,Gujarat,No thanks,India,400,39870,400,Moderate (Twice the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Police and fire-fighting|65 years old,Average risk of COVID-19 death|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Average income level|Not working|65 years old,High (Five times the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Non-Key worker: Can work at home|40 years old,High (Five times the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Education and childcare|65 years old,Moderate (Twice the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Not working|65 years old,Average risk of COVID-19 death|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Non-Key worker: Cannot work at home|65 years old,Moderate (Twice the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Average income level|Not working|79 years old,High (Five times the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Average income level|Key worker: Water and electricity service|65 years old,High (Five times the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Average income level|Non-Key worker: Can work at home|65 years old,Average risk of COVID-19 death|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Factory worker|79 years old,Moderate (Twice the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Key worker: Health and social care|65 years old,High (Five times the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Key worker: Police and fire-fighting|25 years old,High (Five times the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Not working|65 years old,Average risk of COVID-19 death|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Health and social care|40 years old,High (Five times the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Average income level|Not working|65 years old,Average risk of COVID-19 death|Average risk of catching and transmitting the COVID-19 virus|Lowest 20% income level|Key worker: Health and social care|25 years old,Hinduism,Since birth,Own,1287081189280,1,9,91287081189280,1,82,1,2,4,Person A,Group A,Group A,Group A,NA,6,3,6,1,1
2020-12-17,13:07:26,757,"Yes, I certify that I am 18 years of age or over","Yes, I agree to take part",40,Male,NA,Undergraduate - Bachelor's / Diploma,Maharashtra,Mumbai,Person A,5,NA,Person B,NA,6,Person A,5,NA,Person B,NA,5,Person B,NA,5,Person B,NA,4,Person B,NA,5,Person A,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person B,NA,Because this age range has the lowest imunity,Group B,NA,Group B,8,8,8,NA,1500,Vaccines only made available by government at low or no cost?,Yes,NA,Yes,No,NA,Probably get it,I am concerned about dangerous side effects from the COVID-19 vaccine,To protect my family,Yes,70,Yes,No,Yes,Yes,No,73,80,75,69,71,59,78,79,85,72,74,76,73,No,Yes,Yes,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,Yes,NA,No,NA,No,74,76,79,NA,Richer countries should donate 10% of its purchased vaccine,Yes,NA,No,NA,No,82,Spend more on medical research than before the pandemic,None,I have slight problems in walking about,I have no problems in walking about,I have slight problems in bathing or dressing myself,I have no problems in bathing or dressing myself,I have no problems doing my usual activities,I have slight problems doing my usual activities,I have slight pain or discomfort,I have no pain or discomfort,I am slightly anxious or depressed,I am not anxious or depressed,70,80,8,Bharatiya Janata Party (BJP),NA,Fairly committed,Employed,NA,Salaried employment,NA,Yes,82,"₹2,40,000 - ₹5,99,999","₹2,40,000 - ₹5,99,999",Forward Caste / General (apart from Brahmin),"TV news channels,Social media,Print Newspapers,Online news articles",Married,Yes,1,5,Hindi,Maharashtra,This survey was very informative and educative. Need more surveys like this,India,800,3990,400,High (Five times the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Health and social care|79 years old,Average risk of COVID-19 death|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Water and electricity service|25 years old,Moderate (Twice the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Factory worker|79 years old,Average risk of COVID-19 death|Average risk of catching and transmitting the COVID-19 virus|Average income level|Key worker: Police and fire-fighting|40 years old,Moderate (Twice the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Water and electricity service|65 years old,Moderate (Twice the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Average income level|Key worker: Police and fire-fighting|65 years old,Moderate (Twice the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Highest 20% income level|Key worker: Factory worker|25 years old,High (Five times the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Non-Key worker: Cannot work at home|79 years old,High (Five times the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Average income level|Non-Key worker: Cannot work at home|40 years old,High (Five times the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Key worker: Police and fire-fighting|79 years old,Average risk of COVID-19 death|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Key worker: Health and social care|79 years old,Moderate (Twice the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Non-Key worker: Cannot work at home|25 years old,High (Five times the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Key worker: Water and electricity service|79 years old,Moderate (Twice the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Lowest 20% income level|Key worker: Health and social care|65 years old,High (Five times the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Average income level|Not working|65 years old,Moderate (Twice the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Key worker: Health and social care|65 years old,Islam/Muslim(Sunni),Since birth,Own,1318121189280,1,9,91318121189280,1,85,0,2,4,Person B,Group B,Group B,NA,Group B,2,3,2,0,0
2020-12-17,13:10:36,577,"Yes, I certify that I am 18 years of age or over","Yes, I agree to take part",25,Female,NA,Postgraduate degree - Masters / PhD,Maharashtra,Pune,Person B,NA,6,Person B,NA,3,Person A,6,NA,Person A,6,NA,Person A,4,NA,Person A,6,NA,Person A,5,NA,Person A,5,NA,NA,NA,NA,NA,NA,NA,Person A,because they have high risk,NA,Group B,NA,Group A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,8,NA,2000,Vaccines only made available by government at low or no cost?,Yes,NA,Yes,Yes,NA,Definitely get it,NA,"To protect myself,To protect my family,Because everyone else will,Because doctors recommend it,Because health officials recommend it",No,NA,Yes,No,Yes,No,No,87,74,58,80,61,85,81,58,73,87,54,85,57,Yes,No,Yes,Strongly agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,8,Yes,NA,Yes,No,NA,89,67,85,NA,Richer countries should donate 10% of its purchased vaccine,Yes,NA,Yes,No,NA,86,Spend the same amount on medical research as before the pandemic,Diabetes,I have no problems in walking about,I have severe problems in walking about,I have no problems in bathing or dressing myself,I have severe problems in bathing or dressing myself,I have slight problems doing my usual activities,I am unable to do my usual activities,I have slight pain or discomfort,I have moderate pain or discomfort,I am not anxious or depressed,I am extremely anxious or depressed,80,50,9,Indian National Congress (INC),NA,Very committed,Employed,NA,Artisan/Independent,NA,Yes,90,"₹90,000 - ₹1,19,999","₹2,40,000 - ₹5,99,999",Caste does not apply to me,Social media,Married,Yes,5,1,Hindi,Maharashtra,Love it,India,800,3990,1590,Moderate (Twice the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Water and electricity service|25 years old,Moderate (Twice the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Factory worker|25 years old,High (Five times the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Key worker: Factory worker|40 years old,Average risk of COVID-19 death|Average risk of catching and transmitting the COVID-19 virus|Average income level|Key worker: Police and fire-fighting|65 years old,Average risk of COVID-19 death|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Police and fire-fighting|79 years old,Moderate (Twice the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Average income level|Non-Key worker: Can work at home|65 years old,High (Five times the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Not working|65 years old,Moderate (Twice the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Lowest 20% income level|Key worker: Water and electricity service|65 years old,Average risk of COVID-19 death|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Non-Key worker: Cannot work at home|65 years old,Average risk of COVID-19 death|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Non-Key worker: Can work at home|65 years old,Moderate (Twice the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Key worker: Education and childcare|40 years old,High (Five times the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Average income level|Not working|40 years old,Average risk of COVID-19 death|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Non-Key worker: Can work at home|65 years old,Moderate (Twice the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Average income level|Non-Key worker: Cannot work at home|25 years old,Moderate (Twice the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Key worker: Police and fire-fighting|65 years old,Average risk of COVID-19 death|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Average income level|Non-Key worker: Can work at home|40 years old,Hinduism,Since birth,Own,1378650418464,1,9,91378650418464,0,94,1,3,2,Person A,Group B,Group A,NA,Group A,2,3,2,0,1
2020-12-17,13:06:54,1061,"Yes, I certify that I am 18 years of age or over","Yes, I agree to take part",27,Male,NA,12th pass / Intermediate,NCT of Delhi,New Delhi,Person A,7,NA,Person A,7,NA,Person B,NA,7,Person B,NA,7,Person B,NA,7,Person A,7,NA,Person B,NA,7,Person B,NA,7,NA,NA,NA,NA,NA,NA,Person B,NA,Because corona effect most upto age 75,Group B,NA,Group B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,2400,Vaccines made available by government but citizens can pay privately to gain access?,Yes,NA,Yes,No,NA,Definitely get it,NA,"To protect myself,To protect my family,To protect the public (people I don't know),Because health officials recommend it,Because of contact with COVID-19 infected people,If it were required for my work or school",Yes,72,No,No,No,Yes,Yes,98,50,69,64,77,56,62,100,100,97,76,90,88,Yes,Yes,Yes,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,No,Because poor people can't afford it,NA,NA,NA,98,76,76,NA,Richer countries should donate 10% of its purchased vaccine,No,Because we cannot get return money,NA,NA,NA,100,Spend more on medical research than before the pandemic,None,I have severe problems in walking about,I have moderate problems in walking about,I have no problems in bathing or dressing myself,I have slight problems in bathing or dressing myself,I have slight problems doing my usual activities,I have severe problems doing my usual activities,I have no pain or discomfort,I have slight pain or discomfort,I am slightly anxious or depressed,I am not anxious or depressed,100,100,8,Indian National Congress (INC),NA,Very committed,Working in the household,NA,Petty shop/Small business,NA,Yes,53,"Less than ₹60,000","Less than ₹60,000",Caste does not apply to me,"TV news channels,Social media,Print Newspapers,Friends and family",Single,Yes,2,3,Gujarati,Gujarat,Knowledge survey,India,1590,NA,NA,High (Five times the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Key worker: Education and childcare|65 years old,Moderate (Twice the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Not working|40 years old,Average risk of COVID-19 death|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Health and social care|25 years old,Moderate (Twice the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Average income level|Non-Key worker: Can work at home|25 years old,Average risk of COVID-19 death|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Key worker: Health and social care|79 years old,High (Five times the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Education and childcare|25 years old,Average risk of COVID-19 death|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Factory worker|25 years old,Moderate (Twice the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Non-Key worker: Can work at home|40 years old,Average risk of COVID-19 death|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Key worker: Health and social care|65 years old,Moderate (Twice the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Highest 20% income level|Key worker: Factory worker|40 years old,Moderate (Twice the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Not working|79 years old,High (Five times the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Highest 20% income level|Non-Key worker: Can work at home|79 years old,High (Five times the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Lowest 20% income level|Key worker: Factory worker|79 years old,Moderate (Twice the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Average income level|Key worker: Water and electricity service|25 years old,Average risk of COVID-19 death|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Key worker: Factory worker|79 years old,High (Five times the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Non-Key worker: Cannot work at home|79 years old,Islam/Muslim,Since birth,Rent,1318121201696,1,9,91318121201696,0,99,0,1,2,Person B,Group B,Group B,NA,Group B,2,3,2,0,0
2020-12-17,13:15:55,534,"Yes, I certify that I am 18 years of age or over","Yes, I agree to take part",25,Male,NA,Postgraduate degree - Masters / PhD,West Bengal,Kolkata,Person A,2,NA,Person A,3,NA,Person B,NA,4,Person B,NA,4,Person A,1,NA,Person A,3,NA,Person A,5,NA,Person A,2,NA,NA,NA,NA,NA,NA,NA,Person A,A,NA,Group A,Group A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,8,NA,2000,Vaccines are only available for private purchase?,Yes,NA,Yes,Yes,NA,Probably get it,Enough other people will accept vaccination so I will benefit from herd immunity,"To protect the public (people I don't know),Because politicians recommend it",Yes,67,Yes,Yes,Yes,No,Yes,70,71,63,97,70,26,73,80,51,52,75,63,72,Yes,Yes,No,Agree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,7,Yes,NA,Yes,Yes,NA,70,39,91,NA,Richer countries should donate more than 10% of its purchased amount of vaccine,Yes,NA,No,NA,Yes,59,Spend less on medical research than before the pandemic,"Heart disease,Other chronic illnesses that require long term care from a doctor",I am unable to walk about,I have moderate problems in walking about,I am unable to bathe or dress myself,I have moderate problems in bathing or dressing myself,I have moderate problems doing my usual activities,I have severe problems doing my usual activities,I have slight pain or discomfort,I have severe pain or discomfort,I am severely anxious or depressed,I am slightly anxious or depressed,90,56,7,Bharatiya Janata Party (BJP),NA,Fairly committed,Self-employed,NA,Salaried employment,NA,Yes,69,"₹1,20,000 - ₹2,39,999","₹90,000 - ₹1,19,999",Other Backward Class (OBC),"Print Newspapers,Friends and family",Single,Yes,56,80,Hindi,Bihar,Yes nice survey,India,3190,80,400,High (Five times the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Highest 20% income level|Key worker: Factory worker|25 years old,Average risk of COVID-19 death|Average risk of catching and transmitting the COVID-19 virus|Lowest 20% income level|Non-Key worker: Can work at home|79 years old,Moderate (Twice the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Lowest 20% income level|Key worker: Factory worker|79 years old,Moderate (Twice the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Average income level|Key worker: Factory worker|79 years old,High (Five times the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Average income level|Non-Key worker: Cannot work at home|25 years old,Average risk of COVID-19 death|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Key worker: Education and childcare|79 years old,High (Five times the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Non-Key worker: Cannot work at home|40 years old,High (Five times the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Average income level|Key worker: Education and childcare|65 years old,Moderate (Twice the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Not working|79 years old,Average risk of COVID-19 death|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Key worker: Health and social care|25 years old,High (Five times the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Key worker: Police and fire-fighting|25 years old,High (Five times the average risk of COVID-19 death)|Moderate risk (Twice the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Not working|40 years old,Moderate (Twice the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Highest 20% income level|Key worker: Police and fire-fighting|25 years old,Moderate (Twice the average risk of COVID-19 death)|Average risk of catching and transmitting the COVID-19 virus|Lowest 20% income level|Key worker: Health and social care|79 years old,High (Five times the average risk of COVID-19 death)|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Key worker: Factory worker|79 years old,Average risk of COVID-19 death|High risk (Five times the average risk of catching and transmitting the COVID-19 virus)|Lowest 20% income level|Key worker: Police and fire-fighting|25 years old,Hinduism,Since birth,Own,1473320872672,1,9,91473320872672,0,81,1,2,2,Person A,Group A,Group A,Group A,NA,6,3,6,1,1
