"","id","weights"
"1","71244713135072",0.170961034263303
"2","71244880139584",0.0958049921430257
"3","71244895650272",0.0958049921430257
"4","71244924200864",0.0502595620413972
"5","71244939407360",0.0687153206075053
"6","71245108584672",0.0502595620413972
"7","71245121624576",0.0958049921430257
"8","71245181528672",0.130985438064206
"9","71245212565568",0.0502595620413972
"10","71245215666464",0.0687153206075053
"11","71245235227872",0.0502595620413972
"12","71245337662976",0.0687153206075053
"13","71245363103360",0.130985438064206
"14","71245560849888",0.0502595620413972
"15","71245645272480",0.130985438064206
"16","71245759813184",0.0958049921430257
"17","71245796437280",0.0502595620413972
"18","71245848879360",0.0502595620413972
"19","71245889852160",0.0687153206075053
"20","71245912216480",0.0687153206075053
"21","71246183201888",0.0502595620413972
"22","71246233179392",0.0958049921430257
"23","71246287809792",0.0502595620413972
"24","71246345829760",0.125043827668315
"25","71246356395776",0.0687153206075053
"26","71246385573376",0.0502595620413972
"27","71246458203872",0.0502595620413972
"28","71246477768384",0.0687153206075053
"29","71246520612896",0.0502595620413972
"30","71247040511168",0.0687153206075053
"31","71247195711168",0.0687153206075053
"32","71247246011488",0.0687153206075053
"33","71247282942880",0.0502595620413972
"34","71247302200096",0.0958049921430257
"35","71247556104192",0.0502595620413972
"36","71247591160768",0.0687153206075053
"37","71247737371584",0.130985438064206
"38","71247763736960",0.0687153206075053
"39","71251372155584",0.0958049921430257
"40","71251466197472",0.125043827668315
"41","71251519909088",0.130985438064206
"42","71251649656288",0.0687153206075053
"43","71251861016960",0.0687153206075053
"44","71251890222496",0.0502595620413972
"45","71251961602080",0.0502595620413972
"46","71251977727360",0.0687153206075053
"47","71252026481888",0.0687153206075053
"48","71252040440576",0.0687153206075053
"49","71252125477760",0.0502595620413972
"50","71252151250272",0.0502595620413972
"51","71252169883584",0.130985438064206
"52","71252481816960",0.0502595620413972
"53","71252633611872",0.0687153206075053
"54","71252810539872",0.0687153206075053
"55","71252972584192",0.0502595620413972
"56","71253567605472",0.0958049921430257
"57","71253664146080",0.170961034263303
"58","71253726216768",0.0502595620413972
"59","71253741749184",0.0958049921430257
"60","71256537202272",0.0687153206075053
"61","71260266049888",0.0958049921430257
"62","71260311042368",0.0502595620413972
"63","71260326267488",0.0502595620413972
"64","71260555960384",0.0502595620413972
"65","71260763307584",0.0687153206075053
"66","71260997668896",0.130985438064206
"67","71261038939680",0.0852514919011083
"68","71261137336480",0.0687153206075053
"69","71261316753888",0.130985438064206
"70","71261392165568",0.0852514919011083
"71","71261394043488",0.0502595620413972
"72","71261517278496",0.0687153206075053
"73","71261551403872",0.130985438064206
"74","71261563509472",0.170961034263303
"75","71261589269568",0.0852514919011083
"76","71261591439264",0.0687153206075053
"77","71261890056480",0.0687153206075053
"78","71261896255168",0.130985438064206
"79","71262048965760",0.0958049921430257
"80","71262064190880",0.0502595620413972
"81","71262171905888",0.0958049921430257
"82","71262213185984",0.0958049921430257
"83","71262374274272",0.0502595620413972
